window,months,annualized_mean,sharpe,t_mean,net25_annualized_mean,net25_sharpe,net50_annualized_mean,net50_sharpe,hit_rate,max_drawdown,avg_turnover,median_capacity_musd,max_abs_weight,avg_gross_exposure,ff5_umd_alpha_monthly,ff5_umd_alpha_t,candidate,score,quantile,neutralization
locked_test,71,0.047504835593410885,0.2250882795576672,0.5475092149293295,0.008721962275973116,0.0412654120430347,-0.03006091104146464,-0.14200510264673852,0.5211267605633803,-0.480712357660097,1.2927624439145922,3.0066705207,0.020833333333333332,1.992193141492694,0.005767008442117304,0.8016729549896904,score_xgboost_pressure_blend_q5_none,score_xgboost_pressure_blend,0.05,none
validation,48,0.14056163106975975,1.112821589398585,2.2256431787971707,0.10447588738531086,0.8267809412249926,0.068390143700862,0.5408683533287467,0.5833333333333334,-0.14216895627364734,1.202858122814962,2.5831411796,0.022727272727272728,1.9960302691346261,0.011512785208097974,3.46085786677293,score_xgboost_pressure_blend_q5_none,score_xgboost_pressure_blend,0.05,none
